"DateTime;""grid (2233) (kw)"";""solar (2233) (kw)""",,
2019-06-02 20:06:00;4,766;0,7
2019-06-02 20:07:00;4,861;0,4
2019-06-02 20:08:00;4,768;0,1
2019-06-02 20:09:00;4,723;-0,1
2019-06-02 20:10:00;4,778;-0,4
2019-06-02 20:11:00;4,579;-0,5
2019-06-02 20:12:00;4,427;-0,8
2019-06-02 20:13:00;4,406;-0,1
2019-06-02 20:14:00;4,381;-0,1
2019-06-02 20:15:00;4,379;-0,12
2019-06-02 20:16:00;4,376;-0,14
2019-06-02 20:17:00;4,376;-0,15
2019-06-02 20:18:00;4,371;-0,17
2019-06-02 20:19:00;4,4;-0,19
2019-06-02 20:20:00;4,372;-0,19
2019-06-02 20:21:00;4,368;-0,21
2019-06-02 20:22:00;4,358;-0,22
2019-06-02 20:23:00;4,329;-0,23
2019-06-02 20:24:00;4,298;-0,24
2019-06-02 20:25:00;4,292;-0,23
2019-06-02 20:26:00;4,294;-0,23
2019-06-02 20:27:00;4,296;-0,23
2019-06-02 20:28:00;4,308;-0,22
2019-06-02 20:29:00;4,407;-0,24
2019-06-02 20:30:00;4,526;-0,23
2019-06-02 20:31:00;4,517;-0,23
2019-06-02 20:32:00;4,57;-0,23
2019-06-02 20:33:00;4,55;-0,23
2019-06-02 20:34:00;4,41;-0,23
2019-06-02 20:35:00;4,334;-0,24
2019-06-02 20:36:00;4,326;-0,24
2019-06-02 20:37:00;4,316;-0,24
2019-06-02 20:38:00;4,297;-0,24
2019-06-02 20:39:00;4,296;-0,24
2019-06-02 20:40:00;4,298;-0,24
2019-06-02 20:41:00;4,31;-0,23
2019-06-02 20:42:00;4,298;0,3
2019-06-02 20:43:00;4,302;0,3
2019-06-02 20:44:00;4,335;0,3
2019-06-02 20:45:00;4,297;0,4
2019-06-02 20:46:00;4,294;0,4
2019-06-02 20:47:00;4,306;0,3
2019-06-02 20:48:00;4,315;0,3
2019-06-02 20:49:00;4,308;0,3
2019-06-02 20:50:00;4,312;0,3
2019-06-02 20:51:00;4,311;0,3
2019-06-02 20:52:00;4,339;0,3
2019-06-02 20:53:00;4,486;0,4
2019-06-02 20:54:00;4,47;0,4
2019-06-02 20:55:00;4,467;0,3
2019-06-02 20:56:00;4,442;0,3
2019-06-02 20:57:00;4,304;0,3
2019-06-02 20:58:00;4,177;0,3
2019-06-02 20:59:00;4,181;0,3
2019-06-02 21:00:00;4,164;0,4
2019-06-02 21:01:00;4,146;0,3
2019-06-02 21:02:00;4,14;0,3
2019-06-02 21:03:00;4,136;0,3
2019-06-02 21:04:00;4,13;0,3
2019-06-02 21:05:00;4,131;0,3
2019-06-02 21:06:00;4,132;0,4
2019-06-02 21:07:00;4,129;0,3
2019-06-02 21:08:00;4,122;0,3
2019-06-02 21:09:00;4,131;0,3
2019-06-02 21:10:00;4,131;0,3
2019-06-02 21:11:00;4,11;0,3
2019-06-02 21:12:00;4,096;0,3
2019-06-02 21:13:00;4,091;0,3
2019-06-02 21:14:00;4,152;0,3
2019-06-02 21:15:00;4,129;0,3
2019-06-02 21:16:00;4,331;0,3
2019-06-02 21:17:00;4,323;0,4
2019-06-02 21:18:00;4,321;0,4
2019-06-02 21:19:00;4,305;0,3
2019-06-02 21:20:00;4,242;0,4
2019-06-02 21:21:00;4,283;0,3
2019-06-02 21:22:00;4,275;0,3
2019-06-02 21:23:00;4,264;0,4
2019-06-02 21:24:00;4,043;0,3
2019-06-02 21:25:00;4,048;0,3
2019-06-02 21:26:00;4,043;0,3
2019-06-02 21:27:00;4,037;0,3
2019-06-02 21:28:00;4,054;0,3
2019-06-02 21:29:00;4,057;0,3
2019-06-02 21:30:00;4,055;0,3
2019-06-02 21:31:00;4,052;0,4
2019-06-02 21:32:00;4,053;0,3
2019-06-02 21:33:00;4,059;0,3
2019-06-02 21:34:00;4,07;0,3
2019-06-02 21:35:00;4,057;0,3
2019-06-02 21:36:00;4,055;0,3
2019-06-02 21:37:00;4,047;0,3
2019-06-02 21:38:00;4,072;0,3
2019-06-02 21:39:00;4,262;0,3
2019-06-02 21:40:00;4,279;0,3
2019-06-02 21:41:00;4,27;0,3
2019-06-02 21:42:00;4,276;0,3
2019-06-02 21:43:00;4,212;0,3
2019-06-02 21:44:00;4,063;0,4
2019-06-02 21:45:00;4,075;0,3
2019-06-02 21:46:00;4,038;0,3
2019-06-02 21:47:00;4,021;0,3
2019-06-02 21:48:00;4,015;0,3
2019-06-02 21:49:00;4,011;0,3
2019-06-02 21:50:00;4,018;0,3
2019-06-02 21:51:00;4,005;0,3
2019-06-02 21:52:00;4,003;0,3
2019-06-02 21:53:00;4,005;0,3
2019-06-02 21:54:00;4,002;0,2
2019-06-02 21:55:00;4,004;0,3
2019-06-02 21:56:00;4,014;0,3
2019-06-02 21:57:00;4,015;0,4
2019-06-02 21:58:00;4,019;0,3
2019-06-02 21:59:00;4,01;0,3
2019-06-02 22:00:00;4,008;0,3
2019-06-02 22:01:00;4,021;0,2
2019-06-02 22:02:00;4,149;0,4
2019-06-02 22:03:00;4,227;0,3
2019-06-02 22:04:00;4,225;0,4
2019-06-02 22:05:00;4,222;0,4
2019-06-02 22:06:00;4,143;0,3
2019-06-02 22:07:00;3,977;0,3
2019-06-02 22:08:00;3,973;0,3
2019-06-02 22:09:00;3,969;0,3
2019-06-02 22:10:00;3,94;0,3
2019-06-02 22:11:00;3,953;0,3
2019-06-02 22:12:00;3,935;0,3
2019-06-02 22:13:00;3,89;0,3
2019-06-02 22:14:00;3,889;0,3
2019-06-02 22:15:00;3,886;0,3
2019-06-02 22:16:00;3,884;0,3
2019-06-02 22:17:00;3,882;0,3
2019-06-02 22:18:00;3,878;0,3
2019-06-02 22:19:00;3,88;0,3
2019-06-02 22:20:00;3,875;0,3
2019-06-02 22:21:00;3,876;0,3
2019-06-02 22:22:00;3,877;0,3
2019-06-02 22:23:00;3,877;0,3
2019-06-02 22:24:00;3,884;0,3
2019-06-02 22:25:00;3,963;0,3
2019-06-02 22:26:00;4,106;0,3
2019-06-02 22:27:00;4,107;0,3
2019-06-02 22:28:00;4,104;0,4
2019-06-02 22:29:00;4,127;0,3
2019-06-02 22:30:00;3,985;0,3
2019-06-02 22:31:00;3,965;0,3
2019-06-02 22:32:00;3,977;0,3
2019-06-02 22:33:00;3,897;0,2
2019-06-02 22:34:00;3,903;0,3
2019-06-02 22:35:00;3,9;0,3
2019-06-02 22:36:00;3,981;0,3
2019-06-02 22:37:00;4,102;0,3
2019-06-02 22:38:00;4,065;0,3
2019-06-02 22:39:00;3,939;0,3
2019-06-02 22:40:00;3,918;0,3
2019-06-02 22:41:00;3,881;0,3
2019-06-02 22:42:00;3,877;0,3
2019-06-02 22:43:00;3,88;0,2
2019-06-02 22:44:00;3,882;0,3
2019-06-02 22:45:00;3,877;0,3
2019-06-02 22:46:00;3,872;0,3
2019-06-02 22:47:00;3,874;0,3
2019-06-02 22:48:00;3,905;0,3
2019-06-02 22:49:00;4,095;0,3
2019-06-02 22:50:00;4,092;0,3
2019-06-02 22:51:00;4,087;0,3
2019-06-02 22:52:00;4,086;0,3
2019-06-02 22:53:00;3,971;0,3
2019-06-02 22:54:00;3,957;0,3
2019-06-02 22:55:00;3,914;0,3
2019-06-02 22:56:00;3,877;0,3
2019-06-02 22:57:00;3,891;0,3
2019-06-02 22:58:00;3,882;0,3
2019-06-02 22:59:00;3,866;0,3
2019-06-02 23:00:00;3,864;0,3
2019-06-02 23:01:00;3,857;0,2
2019-06-02 23:02:00;3,862;0,3
2019-06-02 23:03:00;3,865;0,3
2019-06-02 23:04:00;3,864;0,3
2019-06-02 23:05:00;3,862;0,3
2019-06-02 23:06:00;3,875;0,3
2019-06-02 23:07:00;3,87;0,3
2019-06-02 23:08:00;3,857;0,3
2019-06-02 23:09:00;3,854;0,3
2019-06-02 23:10:00;3,856;0,3
2019-06-02 23:11:00;3,87;0,3
2019-06-02 23:12:00;4,013;0,2
2019-06-02 23:13:00;4,07;0,3
2019-06-02 23:14:00;4,065;0,3
2019-06-02 23:15:00;4,065;0,3
2019-06-02 23:16:00;3,945;0,3
2019-06-02 23:17:00;3,866;0,3
2019-06-02 23:18:00;3,867;0,3
2019-06-02 23:19:00;3,85;0,3
2019-06-02 23:20:00;3,84;0,3
2019-06-02 23:21:00;3,897;0,3
2019-06-02 23:22:00;3,923;0,3
2019-06-02 23:23:00;3,909;0,3
2019-06-02 23:24:00;3,84;0,3
2019-06-02 23:25:00;3,84;0,3
2019-06-02 23:26:00;3,841;0,3
2019-06-02 23:27:00;3,836;0,3
2019-06-02 23:28:00;3,835;0,3
2019-06-02 23:29:00;3,84;0,3
2019-06-02 23:30:00;3,831;0,3
2019-06-02 23:31:00;3,828;0,3
2019-06-02 23:32:00;3,827;0,3
2019-06-02 23:33:00;3,826;0,3
2019-06-02 23:34:00;3,848;0,3
2019-06-02 23:35:00;3,937;0,3
2019-06-02 23:36:00;4,052;0,3
2019-06-02 23:37:00;4,046;0,3
2019-06-02 23:38:00;4,049;0,3
2019-06-02 23:39:00;3,987;0,3
2019-06-02 23:40:00;3,853;0,3
2019-06-02 23:41:00;3,853;0,3
2019-06-02 23:42:00;3,842;0,3
2019-06-02 23:43:00;3,822;0,3
2019-06-02 23:44:00;3,818;0,3
2019-06-02 23:45:00;3,815;0,3
2019-06-02 23:46:00;3,814;0,3
2019-06-02 23:47:00;3,814;0,3
2019-06-02 23:48:00;3,806;0,3
2019-06-02 23:49:00;3,82;0,3
2019-06-02 23:50:00;3,829;0,3
2019-06-02 23:51:00;3,805;0,3
2019-06-02 23:52:00;3,803;0,3
2019-06-02 23:53:00;3,799;0,3
2019-06-02 23:54:00;3,796;0,3
2019-06-02 23:55:00;3,795;0,3
2019-06-02 23:56:00;3,794;0,3
2019-06-02 23:57:00;3,803;0,2
2019-06-02 23:58:00;3,82;0,3
2019-06-02 23:59:00;4,009;0,3
