"DateTime";"day_ahead_lmp (avg) (neiso)"
"2019-01-04 10:00:00";22,967
"2019-01-04 11:00:00";22,435
"2019-01-04 12:00:00";22,193
"2019-01-04 13:00:00";21,704
"2019-01-04 14:00:00";21,78
"2019-01-04 15:00:00";22,543
"2019-01-04 16:00:00";23,617
"2019-01-04 17:00:00";32,294
"2019-01-04 18:00:00";30,27
"2019-01-04 19:00:00";25,475
"2019-01-04 20:00:00";23,887
"2019-01-04 21:00:00";23,396
"2019-01-04 22:00:00";23,382
"2019-01-04 23:00:00";23,297
"2019-01-05 00:00:00";22,616
"2019-01-05 01:00:00";19,965
"2019-01-05 02:00:00";19,476
"2019-01-05 03:00:00";18,588
"2019-01-05 04:00:00";19,515
"2019-01-05 05:00:00";20,333
"2019-01-05 06:00:00";25,591
"2019-01-05 07:00:00";23,556
"2019-01-05 08:00:00";23,41
"2019-01-05 09:00:00";30,674
"2019-01-05 10:00:00";33,37
"2019-01-05 11:00:00";33,22
"2019-01-05 12:00:00";32,77
"2019-01-05 13:00:00";31,709
"2019-01-05 14:00:00";31,317
"2019-01-05 15:00:00";28,911
"2019-01-05 16:00:00";36,564
"2019-01-05 17:00:00";41,163
"2019-01-05 18:00:00";33,272
"2019-01-05 19:00:00";28,66
"2019-01-05 20:00:00";26,985
"2019-01-05 21:00:00";24,494
"2019-01-05 22:00:00";23,507
"2019-01-05 23:00:00";24,4
"2019-01-06 00:00:00";20,429
"2019-01-06 01:00:00";20,017
"2019-01-06 02:00:00";18,526
"2019-01-06 03:00:00";19,931
"2019-01-06 04:00:00";19,775
"2019-01-06 05:00:00";20,121
"2019-01-06 06:00:00";20,44
"2019-01-06 07:00:00";19,722
"2019-01-06 08:00:00";21,298
"2019-01-06 09:00:00";21,348
"2019-01-06 10:00:00";21,406
"2019-01-06 11:00:00";21,341
"2019-01-06 12:00:00";21,225
"2019-01-06 13:00:00";20,886
"2019-01-06 14:00:00";21,165
"2019-01-06 15:00:00";20,102
"2019-01-06 16:00:00";23,418
"2019-01-06 17:00:00";38,37
"2019-01-06 18:00:00";31,954
"2019-01-06 19:00:00";31,428
"2019-01-06 20:00:00";25,659
"2019-01-06 21:00:00";29,84
"2019-01-06 22:00:00";21,072
"2019-01-06 23:00:00";21,557
"2019-01-07 00:00:00";23,924
"2019-01-07 01:00:00";21,102
"2019-01-07 02:00:00";21,288
"2019-01-07 03:00:00";21,842
"2019-01-07 04:00:00";24,313
"2019-01-07 05:00:00";31,802
"2019-01-07 06:00:00";35,962
"2019-01-07 07:00:00";36,559
"2019-01-07 08:00:00";30,986
"2019-01-07 09:00:00";28,982
"2019-01-07 10:00:00";27,69
"2019-01-07 11:00:00";27,087
"2019-01-07 12:00:00";24,772
"2019-01-07 13:00:00";24,765
"2019-01-07 14:00:00";24,856
"2019-01-07 15:00:00";24,841
"2019-01-07 16:00:00";35,149
"2019-01-07 17:00:00";42,285
"2019-01-07 18:00:00";36,111
"2019-01-07 19:00:00";34,794
"2019-01-07 20:00:00";27,222
"2019-01-07 21:00:00";28,323
"2019-01-07 22:00:00";24,545
"2019-01-07 23:00:00";25,503
"2019-01-08 00:00:00";24,27
"2019-01-08 01:00:00";23,41
"2019-01-08 02:00:00";21,088
"2019-01-08 03:00:00";21,235
"2019-01-08 04:00:00";21,512
"2019-01-08 05:00:00";24,008
"2019-01-08 06:00:00";32,891
"2019-01-08 07:00:00";35,231
"2019-01-08 08:00:00";32,817
"2019-01-08 09:00:00";28,111
"2019-01-08 10:00:00";28,137
"2019-01-08 11:00:00";30,577
"2019-01-08 12:00:00";28,164
"2019-01-08 13:00:00";26,997
"2019-01-08 14:00:00";28,882
"2019-01-08 15:00:00";25,953
"2019-01-08 16:00:00";32,645
"2019-01-08 17:00:00";36,444
"2019-01-08 18:00:00";32,575
"2019-01-08 19:00:00";28,263
"2019-01-08 20:00:00";25,63
"2019-01-08 21:00:00";24,461
"2019-01-08 22:00:00";22,963
"2019-01-08 23:00:00";20,283
"2019-01-09 00:00:00";18,3
"2019-01-09 01:00:00";17,459
"2019-01-09 02:00:00";17,14
"2019-01-09 03:00:00";17,069
"2019-01-09 04:00:00";19,177
"2019-01-09 05:00:00";20,197
"2019-01-09 06:00:00";29,686
"2019-01-09 07:00:00";28,564
"2019-01-09 08:00:00";25,923
"2019-01-09 09:00:00";27,558
"2019-01-09 10:00:00";31,663
"2019-01-09 11:00:00";29,993
"2019-01-09 12:00:00";28,754
"2019-01-09 13:00:00";27,599
"2019-01-09 14:00:00";27,119
"2019-01-09 15:00:00";28,935
"2019-01-09 16:00:00";34,895
"2019-01-09 17:00:00";43,164
"2019-01-09 18:00:00";37,301
"2019-01-09 19:00:00";35,051
"2019-01-09 20:00:00";32,836
"2019-01-09 21:00:00";27,34
"2019-01-09 22:00:00";26,923
"2019-01-09 23:00:00";27,201
"2019-01-10 00:00:00";17,457
"2019-01-10 01:00:00";17,16
"2019-01-10 02:00:00";17,291
"2019-01-10 03:00:00";17,475
"2019-01-10 04:00:00";17,52
"2019-01-10 05:00:00";19,942
"2019-01-10 06:00:00";28,591
"2019-01-10 07:00:00";32,224
"2019-01-10 08:00:00";31,121
"2019-01-10 09:00:00";30,827
"2019-01-10 10:00:00";36,938
"2019-01-10 11:00:00";32,531
"2019-01-10 12:00:00";30,81
"2019-01-10 13:00:00";31,019
"2019-01-10 14:00:00";30,83
"2019-01-10 15:00:00";32,004
"2019-01-10 16:00:00";39,028
"2019-01-10 17:00:00";50,861
"2019-01-10 18:00:00";48,716
"2019-01-10 19:00:00";44,074
"2019-01-10 20:00:00";41,702
"2019-01-10 21:00:00";38,862
"2019-01-10 22:00:00";37,233
"2019-01-10 23:00:00";34,138
"2019-01-11 00:00:00";38,407
"2019-01-11 01:00:00";36,179
"2019-01-11 02:00:00";34,972
"2019-01-11 03:00:00";33,015
"2019-01-11 04:00:00";33,148
"2019-01-11 05:00:00";46,71
"2019-01-11 06:00:00";57,309
"2019-01-11 07:00:00";57,531
"2019-01-11 08:00:00";50,672
"2019-01-11 09:00:00";45,699
"2019-01-11 10:00:00";53,099
"2019-01-11 11:00:00";44,263
"2019-01-11 12:00:00";41,864
"2019-01-11 13:00:00";43,041
"2019-01-11 14:00:00";42,304
"2019-01-11 15:00:00";50,766
"2019-01-11 16:00:00";58,159
"2019-01-11 17:00:00";64,347
"2019-01-11 18:00:00";61,757
"2019-01-11 19:00:00";58,467
"2019-01-11 20:00:00";58,034
"2019-01-11 21:00:00";52,796
"2019-01-11 22:00:00";50,656
"2019-01-11 23:00:00";51,593
"2019-01-12 00:00:00";53,861
"2019-01-12 01:00:00";50,785
"2019-01-12 02:00:00";50,224
"2019-01-12 03:00:00";48,691
"2019-01-12 04:00:00";51,248
"2019-01-12 05:00:00";60,326
"2019-01-12 06:00:00";62,034
"2019-01-12 07:00:00";62,66
"2019-01-12 08:00:00";63,254
"2019-01-12 09:00:00";54,766
"2019-01-12 10:00:00";46,334
"2019-01-12 11:00:00";43,989
"2019-01-12 12:00:00";43,325
"2019-01-12 13:00:00";40,295
"2019-01-12 14:00:00";38,322
"2019-01-12 15:00:00";41,619
"2019-01-12 16:00:00";63,073
"2019-01-12 17:00:00";73,589
"2019-01-12 18:00:00";65,449
"2019-01-12 19:00:00";62,003
"2019-01-12 20:00:00";54,06
"2019-01-12 21:00:00";46,458
"2019-01-12 22:00:00";43,964
"2019-01-12 23:00:00";46,464
"2019-01-13 00:00:00";40,114
"2019-01-13 01:00:00";40,063
"2019-01-13 02:00:00";38,334
"2019-01-13 03:00:00";38,277
"2019-01-13 04:00:00";39,052
"2019-01-13 05:00:00";39,268
"2019-01-13 06:00:00";45,294
"2019-01-13 07:00:00";47,727
"2019-01-13 08:00:00";56,852
"2019-01-13 09:00:00";53,184
"2019-01-13 10:00:00";58,234
"2019-01-13 11:00:00";51,637
"2019-01-13 12:00:00";43,912
"2019-01-13 13:00:00";42,587
"2019-01-13 14:00:00";42,856
"2019-01-13 15:00:00";43,264
"2019-01-13 16:00:00";59,058
"2019-01-13 17:00:00";77,876
"2019-01-13 18:00:00";75,109
"2019-01-13 19:00:00";59,186
"2019-01-13 20:00:00";58,338
"2019-01-13 21:00:00";51,262
"2019-01-13 22:00:00";43,379
"2019-01-13 23:00:00";45,065
"2019-01-14 00:00:00";44,685
"2019-01-14 01:00:00";45,017
"2019-01-14 02:00:00";40,374
"2019-01-14 03:00:00";44,781
"2019-01-14 04:00:00";46,457
"2019-01-14 05:00:00";63,148
"2019-01-14 06:00:00";69,445
"2019-01-14 07:00:00";74,092
"2019-01-14 08:00:00";70,292
"2019-01-14 09:00:00";67,639
"2019-01-14 10:00:00";46,586
"2019-01-14 11:00:00";45,126
"2019-01-14 12:00:00";44,022
"2019-01-14 13:00:00";42,304
"2019-01-14 14:00:00";44,074
"2019-01-14 15:00:00";46,382
"2019-01-14 16:00:00";54,062
"2019-01-14 17:00:00";70,694
"2019-01-14 18:00:00";69,254
"2019-01-14 19:00:00";65,163
"2019-01-14 20:00:00";53,103
"2019-01-14 21:00:00";52,165
"2019-01-14 22:00:00";42,394
"2019-01-14 23:00:00";39,317
"2019-01-15 00:00:00";59,242
"2019-01-15 01:00:00";59,061
"2019-01-15 02:00:00";58,042
"2019-01-15 03:00:00";58,704
"2019-01-15 04:00:00";58,654
"2019-01-15 05:00:00";69,185
"2019-01-15 06:00:00";83,3
"2019-01-15 07:00:00";78,965
"2019-01-15 08:00:00";77,154
"2019-01-15 09:00:00";75,015
"2019-01-15 10:00:00";55,554
"2019-01-15 11:00:00";52,714
"2019-01-15 12:00:00";49,543
"2019-01-15 13:00:00";48,341
"2019-01-15 14:00:00";48,309
"2019-01-15 15:00:00";50,168
"2019-01-15 16:00:00";61,415
"2019-01-15 17:00:00";81,594
"2019-01-15 18:00:00";82,14
"2019-01-15 19:00:00";76,467
"2019-01-15 20:00:00";66,451
"2019-01-15 21:00:00";55,947
"2019-01-15 22:00:00";54,443
"2019-01-15 23:00:00";50,352
"2019-01-16 00:00:00";64,654
"2019-01-16 01:00:00";66,491
"2019-01-16 02:00:00";64,546
"2019-01-16 03:00:00";65,573
"2019-01-16 04:00:00";69,194
"2019-01-16 05:00:00";74,303
"2019-01-16 06:00:00";82,122
"2019-01-16 07:00:00";89,533
"2019-01-16 08:00:00";89,487
"2019-01-16 09:00:00";83,352
"2019-01-16 10:00:00";62,833
"2019-01-16 11:00:00";60,317
"2019-01-16 12:00:00";59,819
"2019-01-16 13:00:00";58,889
"2019-01-16 14:00:00";58,663
"2019-01-16 15:00:00";59,422
"2019-01-16 16:00:00";69,755
"2019-01-16 17:00:00";90,533
"2019-01-16 18:00:00";80,005
"2019-01-16 19:00:00";70,559
"2019-01-16 20:00:00";65,049
"2019-01-16 21:00:00";64,726
"2019-01-16 22:00:00";57,231
"2019-01-16 23:00:00";60,898
"2019-01-17 00:00:00";89,99
"2019-01-17 01:00:00";90,91
"2019-01-17 02:00:00";87,045
"2019-01-17 03:00:00";87,441
"2019-01-17 04:00:00";91,293
"2019-01-17 05:00:00";92,049
"2019-01-17 06:00:00";122,937
"2019-01-17 07:00:00";124,29
"2019-01-17 08:00:00";108,122
"2019-01-17 09:00:00";92,662
"2019-01-17 10:00:00";90,121
"2019-01-17 11:00:00";92,754
"2019-01-17 12:00:00";83,831
"2019-01-17 13:00:00";83,743
"2019-01-17 14:00:00";83,653
"2019-01-17 15:00:00";87,254
"2019-01-17 16:00:00";111,015
"2019-01-17 17:00:00";124,109
"2019-01-17 18:00:00";124,059
"2019-01-17 19:00:00";107,079
"2019-01-17 20:00:00";100,967
"2019-01-17 21:00:00";92,289
"2019-01-17 22:00:00";86,123
"2019-01-17 23:00:00";91,129
"2019-01-18 00:00:00";64,257
"2019-01-18 01:00:00";58,342
"2019-01-18 02:00:00";56,033
"2019-01-18 03:00:00";54,682
"2019-01-18 04:00:00";57,766
"2019-01-18 05:00:00";72,789
"2019-01-18 06:00:00";80,756
"2019-01-18 07:00:00";93,431
"2019-01-18 08:00:00";89,354
"2019-01-18 09:00:00";75,849
"2019-01-18 10:00:00";73,665
"2019-01-18 11:00:00";67,948
"2019-01-18 12:00:00";64,61
"2019-01-18 13:00:00";61,855
"2019-01-18 14:00:00";59,849
"2019-01-18 15:00:00";61,384
"2019-01-18 16:00:00";73,788
"2019-01-18 17:00:00";90,884
"2019-01-18 18:00:00";78,49
"2019-01-18 19:00:00";72,164
"2019-01-18 20:00:00";68,618
"2019-01-18 21:00:00";62,991
"2019-01-18 22:00:00";55,265
"2019-01-18 23:00:00";50,982
"2019-01-19 00:00:00";49,95
"2019-01-19 01:00:00";49,447
"2019-01-19 02:00:00";49,728
"2019-01-19 03:00:00";51,462
"2019-01-19 04:00:00";51,061
"2019-01-19 05:00:00";50,436
"2019-01-19 06:00:00";50,241
"2019-01-19 07:00:00";78,422
"2019-01-19 08:00:00";91,541
"2019-01-19 09:00:00";93,931
"2019-01-19 10:00:00";99,193
"2019-01-19 11:00:00";98,271
"2019-01-19 12:00:00";86,425
"2019-01-19 13:00:00";86,165
"2019-01-19 14:00:00";85,913
"2019-01-19 15:00:00";91,298
"2019-01-19 16:00:00";112,59
"2019-01-19 17:00:00";124,58
"2019-01-19 18:00:00";118,929
"2019-01-19 19:00:00";112,393
"2019-01-19 20:00:00";104,938
"2019-01-19 21:00:00";86,419
"2019-01-19 22:00:00";89,553
"2019-01-19 23:00:00";91,498
"2019-01-20 00:00:00";88,229
"2019-01-20 01:00:00";71,324
"2019-01-20 02:00:00";66,368
"2019-01-20 03:00:00";71,791
"2019-01-20 04:00:00";55,188
"2019-01-20 05:00:00";71,627
"2019-01-20 06:00:00";71,61
"2019-01-20 07:00:00";59,152
"2019-01-20 08:00:00";81,991
"2019-01-20 09:00:00";90,385
"2019-01-20 10:00:00";91,012
"2019-01-20 11:00:00";85,334
"2019-01-20 12:00:00";88,87
"2019-01-20 13:00:00";87,228
"2019-01-20 14:00:00";89,521
"2019-01-20 15:00:00";89,351
"2019-01-20 16:00:00";101,437
"2019-01-20 17:00:00";127,928
"2019-01-20 18:00:00";130,651
"2019-01-20 19:00:00";106,887
"2019-01-20 20:00:00";102
"2019-01-20 21:00:00";97,722
"2019-01-20 22:00:00";98,957
"2019-01-20 23:00:00";110,091
"2019-01-21 00:00:00";93,812
"2019-01-21 01:00:00";89,907
"2019-01-21 02:00:00";72,273
"2019-01-21 03:00:00";84,112
"2019-01-21 04:00:00";85,729
"2019-01-21 05:00:00";101,365
"2019-01-21 06:00:00";119,997
"2019-01-21 07:00:00";105,358
"2019-01-21 08:00:00";114,773
"2019-01-21 09:00:00";124,483
"2019-01-21 10:00:00";131,919
"2019-01-21 11:00:00";132,015
"2019-01-21 12:00:00";128,9
"2019-01-21 13:00:00";128,021
"2019-01-21 14:00:00";125,189
"2019-01-21 15:00:00";122,116
"2019-01-21 16:00:00";133,256
"2019-01-21 17:00:00";174,359
"2019-01-21 18:00:00";147,952
"2019-01-21 19:00:00";138,265
"2019-01-21 20:00:00";122,889
"2019-01-21 21:00:00";121,966
"2019-01-21 22:00:00";113,916
"2019-01-21 23:00:00";115,806
"2019-01-22 00:00:00";105,676
"2019-01-22 01:00:00";104,72
"2019-01-22 02:00:00";102,618
"2019-01-22 03:00:00";101,76
"2019-01-22 04:00:00";104,612
"2019-01-22 05:00:00";111,667
"2019-01-22 06:00:00";163,165
"2019-01-22 07:00:00";136,96
"2019-01-22 08:00:00";112,247
"2019-01-22 09:00:00";107,361
"2019-01-22 10:00:00";107,454
"2019-01-22 11:00:00";100,556
"2019-01-22 12:00:00";97,947
"2019-01-22 13:00:00";95,375
"2019-01-22 14:00:00";93,712
"2019-01-22 15:00:00";89,505
"2019-01-22 16:00:00";94,553
"2019-01-22 17:00:00";125,261
"2019-01-22 18:00:00";124,872
"2019-01-22 19:00:00";122,718
"2019-01-22 20:00:00";97,059
"2019-01-22 21:00:00";89,096
"2019-01-22 22:00:00";89,929
"2019-01-22 23:00:00";87,031
"2019-01-23 00:00:00";82,189
"2019-01-23 01:00:00";66,044
"2019-01-23 02:00:00";64,885
"2019-01-23 03:00:00";65,082
"2019-01-23 04:00:00";70,112
"2019-01-23 05:00:00";66,31
"2019-01-23 06:00:00";93,514
"2019-01-23 07:00:00";101,191
"2019-01-23 08:00:00";99,719
"2019-01-23 09:00:00";98,437
"2019-01-23 10:00:00";63,409
"2019-01-23 11:00:00";61,279
"2019-01-23 12:00:00";56,647
"2019-01-23 13:00:00";52,754
"2019-01-23 14:00:00";52,399
"2019-01-23 15:00:00";53,137
"2019-01-23 16:00:00";55,358
"2019-01-23 17:00:00";70,306
"2019-01-23 18:00:00";60,413
"2019-01-23 19:00:00";54,379
"2019-01-23 20:00:00";53,086
"2019-01-23 21:00:00";45,627
"2019-01-23 22:00:00";42,475
"2019-01-23 23:00:00";39,554
"2019-01-24 00:00:00";24,019
"2019-01-24 01:00:00";24,034
"2019-01-24 02:00:00";23,746
"2019-01-24 03:00:00";22,571
"2019-01-24 04:00:00";23,219
"2019-01-24 05:00:00";24,709
"2019-01-24 06:00:00";36,16
"2019-01-24 07:00:00";40,174
"2019-01-24 08:00:00";40,91
"2019-01-24 09:00:00";44,436
"2019-01-24 10:00:00";35,902
"2019-01-24 11:00:00";34,73
"2019-01-24 12:00:00";34,602
"2019-01-24 13:00:00";35,225
"2019-01-24 14:00:00";37,533
"2019-01-24 15:00:00";34,134
"2019-01-24 16:00:00";44,553
"2019-01-24 17:00:00";54,306
"2019-01-24 18:00:00";50,544
"2019-01-24 19:00:00";48,677
"2019-01-24 20:00:00";44,35
"2019-01-24 21:00:00";37,299
"2019-01-24 22:00:00";30,234
"2019-01-24 23:00:00";37,253
"2019-01-25 00:00:00";27,061
"2019-01-25 01:00:00";26,424
"2019-01-25 02:00:00";23,748
"2019-01-25 03:00:00";23,474
"2019-01-25 04:00:00";26,553
"2019-01-25 05:00:00";29,078
"2019-01-25 06:00:00";47,57
"2019-01-25 07:00:00";44,614
"2019-01-25 08:00:00";42,506
"2019-01-25 09:00:00";40,772
"2019-01-25 10:00:00";49,304
"2019-01-25 11:00:00";48,915
"2019-01-25 12:00:00";47,312
"2019-01-25 13:00:00";48,502
"2019-01-25 14:00:00";49,151
"2019-01-25 15:00:00";49,23
"2019-01-25 16:00:00";53,198
"2019-01-25 17:00:00";63,597
"2019-01-25 18:00:00";61,546
"2019-01-25 19:00:00";61,407
"2019-01-25 20:00:00";59,27
"2019-01-25 21:00:00";51,79
"2019-01-25 22:00:00";48,718
"2019-01-25 23:00:00";48,267
"2019-01-26 00:00:00";42,643
"2019-01-26 01:00:00";44,735
"2019-01-26 02:00:00";46,62
"2019-01-26 03:00:00";47,242
"2019-01-26 04:00:00";50,532
"2019-01-26 05:00:00";50,843
"2019-01-26 06:00:00";67,389
"2019-01-26 07:00:00";54,934
"2019-01-26 08:00:00";63,012
"2019-01-26 09:00:00";59,79
"2019-01-26 10:00:00";55,313
"2019-01-26 11:00:00";51,576
"2019-01-26 12:00:00";48,658
"2019-01-26 13:00:00";46,5
"2019-01-26 14:00:00";47,292
"2019-01-26 15:00:00";51,212
"2019-01-26 16:00:00";59,174
"2019-01-26 17:00:00";71,74
"2019-01-26 18:00:00";62,823
"2019-01-26 19:00:00";59,549
"2019-01-26 20:00:00";51,817
"2019-01-26 21:00:00";46,83
"2019-01-26 22:00:00";47,63
"2019-01-26 23:00:00";44,276
"2019-01-27 00:00:00";51,595
"2019-01-27 01:00:00";46,967
"2019-01-27 02:00:00";40,347
"2019-01-27 03:00:00";41,312
"2019-01-27 04:00:00";45,923
"2019-01-27 05:00:00";51,384
"2019-01-27 06:00:00";47,498
"2019-01-27 07:00:00";40,159
"2019-01-27 08:00:00";44,056
"2019-01-27 09:00:00";40,945
"2019-01-27 10:00:00";39,307
"2019-01-27 11:00:00";36,842
"2019-01-27 12:00:00";35,838
"2019-01-27 13:00:00";33,653
"2019-01-27 14:00:00";30,266
"2019-01-27 15:00:00";32,434
"2019-01-27 16:00:00";34,537
"2019-01-27 17:00:00";50,851
"2019-01-27 18:00:00";48,371
"2019-01-27 19:00:00";38,345
"2019-01-27 20:00:00";35,25
"2019-01-27 21:00:00";32,967
"2019-01-27 22:00:00";28,8
"2019-01-27 23:00:00";26,844
"2019-01-28 00:00:00";32,266
"2019-01-28 01:00:00";30,483
"2019-01-28 02:00:00";29,391
"2019-01-28 03:00:00";30,823
"2019-01-28 04:00:00";32,335
"2019-01-28 05:00:00";46,272
"2019-01-28 06:00:00";81,376
"2019-01-28 07:00:00";78,126
"2019-01-28 08:00:00";63,823
"2019-01-28 09:00:00";62,492
"2019-01-28 10:00:00";79,634
"2019-01-28 11:00:00";72,875
"2019-01-28 12:00:00";69,92
"2019-01-28 13:00:00";65,775
"2019-01-28 14:00:00";69,097
"2019-01-28 15:00:00";76,915
"2019-01-28 16:00:00";81,977
"2019-01-28 17:00:00";113,19
"2019-01-28 18:00:00";106,509
"2019-01-28 19:00:00";88,911
"2019-01-28 20:00:00";85,99
"2019-01-28 21:00:00";80,294
"2019-01-28 22:00:00";60,948
"2019-01-28 23:00:00";56,696
"2019-01-29 00:00:00";81,163
"2019-01-29 01:00:00";79,801
"2019-01-29 02:00:00";84,932
"2019-01-29 03:00:00";81,04
"2019-01-29 04:00:00";84,406
"2019-01-29 05:00:00";85,541
"2019-01-29 06:00:00";96,186
"2019-01-29 07:00:00";93,05
"2019-01-29 08:00:00";92,365
"2019-01-29 09:00:00";77,155
"2019-01-29 10:00:00";64,691
"2019-01-29 11:00:00";65,12
"2019-01-29 12:00:00";64,255
"2019-01-29 13:00:00";64,041
"2019-01-29 14:00:00";61,272
"2019-01-29 15:00:00";62,63
"2019-01-29 16:00:00";66,953
"2019-01-29 17:00:00";92,908
"2019-01-29 18:00:00";88,86
"2019-01-29 19:00:00";71,225
"2019-01-29 20:00:00";64,004
"2019-01-29 21:00:00";55,092
"2019-01-29 22:00:00";51,957
"2019-01-29 23:00:00";46,187
"2019-01-30 00:00:00";57,356
"2019-01-30 01:00:00";51,531
"2019-01-30 02:00:00";48,564
"2019-01-30 03:00:00";50,237
"2019-01-30 04:00:00";52,125
"2019-01-30 05:00:00";65,245
"2019-01-30 06:00:00";74,144
"2019-01-30 07:00:00";75,108
"2019-01-30 08:00:00";72,094
"2019-01-30 09:00:00";67,205
"2019-01-30 10:00:00";93,019
"2019-01-30 11:00:00";87,307
"2019-01-30 12:00:00";85,395
"2019-01-30 13:00:00";85,696
"2019-01-30 14:00:00";88,039
"2019-01-30 15:00:00";87,958
"2019-01-30 16:00:00";93,832
"2019-01-30 17:00:00";139,236
"2019-01-30 18:00:00";145,958
"2019-01-30 19:00:00";130,502
"2019-01-30 20:00:00";123,031
"2019-01-30 21:00:00";106,837
"2019-01-30 22:00:00";92,24
"2019-01-30 23:00:00";90,888
"2019-01-31 00:00:00";69,13
"2019-01-31 01:00:00";69,182
"2019-01-31 02:00:00";68,666
"2019-01-31 03:00:00";68,707
"2019-01-31 04:00:00";68,954
"2019-01-31 05:00:00";72,743
"2019-01-31 06:00:00";97,358
"2019-01-31 07:00:00";86,111
"2019-01-31 08:00:00";81,828
"2019-01-31 09:00:00";77,95
"2019-01-31 10:00:00";110,64
"2019-01-31 11:00:00";96,859
"2019-01-31 12:00:00";89,372
"2019-01-31 13:00:00";88,839
"2019-01-31 14:00:00";92,807
"2019-01-31 15:00:00";95,949
"2019-01-31 16:00:00";108,91
"2019-01-31 17:00:00";123,543
"2019-01-31 18:00:00";119,776
"2019-01-31 19:00:00";113,309
"2019-01-31 20:00:00";99,206
"2019-01-31 21:00:00";90,502
"2019-01-31 22:00:00";85,922
"2019-01-31 23:00:00";90,381
"2019-02-01 00:00:00";45,827
