"DateTime";"grid (86) (kw)"
"2014-06-05 07:45:00";3,728
"2014-06-05 08:00:00";2,956
"2014-06-05 08:15:00";1,238
"2014-06-05 08:30:00";1,134
"2014-06-05 08:45:00";0,416
"2014-06-05 09:00:00";0,711
"2014-06-05 09:15:00";2,413
"2014-06-05 09:30:00";1,397
"2014-06-05 09:45:00";1,413
"2014-06-05 10:00:00";1,057
"2014-06-05 10:15:00";0,628
"2014-06-05 10:30:00";0,994
"2014-06-05 10:45:00";0,918
"2014-06-05 11:00:00";3,793
"2014-06-05 11:15:00";3,921
"2014-06-05 11:30:00";3,862
"2014-06-05 11:45:00";3,897
"2014-06-05 12:00:00";3,89
"2014-06-05 12:15:00";3,87
"2014-06-05 12:30:00";3,868
"2014-06-05 12:45:00";3,863
"2014-06-05 13:00:00";3,855
"2014-06-05 13:15:00";3,849
"2014-06-05 13:30:00";3,869
"2014-06-05 13:45:00";3,857
"2014-06-05 14:00:00";3,757
"2014-06-05 14:15:00";6,761
"2014-06-05 14:30:00";6,823
"2014-06-05 14:45:00";6,933
"2014-06-05 15:00:00";6,959
"2014-06-05 15:15:00";6,939
"2014-06-05 15:30:00";4,302
"2014-06-05 15:45:00";6,349
"2014-06-05 16:00:00";4,577
"2014-06-05 16:15:00";4,979
"2014-06-05 16:30:00";2,676
"2014-06-05 16:45:00";1,071
"2014-06-05 17:00:00";3,671
"2014-06-05 17:15:00";3,977
"2014-06-05 17:30:00";4,021
"2014-06-05 17:45:00";3,961
"2014-06-05 18:00:00";3,779
"2014-06-05 18:15:00";1,082
"2014-06-05 18:30:00";3,994
"2014-06-05 18:45:00";4,151
"2014-06-05 19:00:00";4,009
"2014-06-05 19:15:00";3,996
"2014-06-05 19:30:00";3,971
"2014-06-05 19:45:00";4,109
"2014-06-05 20:00:00";4,063
"2014-06-05 20:15:00";4,171
"2014-06-05 20:30:00";4,28
"2014-06-05 20:45:00";3,923
"2014-06-05 21:00:00";3,828
"2014-06-05 21:15:00";3,832
"2014-06-05 21:30:00";3,78
"2014-06-05 21:45:00";2,143
"2014-06-05 22:00:00";2,157
"2014-06-05 22:15:00";3,633
"2014-06-05 22:30:00";1,927
"2014-06-05 22:45:00";1,791
"2014-06-05 23:00:00";1,42
"2014-06-05 23:15:00";2,428
"2014-06-05 23:30:00";3,092
"2014-06-05 23:45:00";0,477
"2014-06-06 00:00:00";1,505
"2014-06-06 00:15:00";3,135
"2014-06-06 00:30:00";0,451
"2014-06-06 00:45:00";0,338
"2014-06-06 01:00:00";0,339
"2014-06-06 01:15:00";0,29
"2014-06-06 01:30:00";0,327
"2014-06-06 01:45:00";0,402
"2014-06-06 02:00:00";0,388
"2014-06-06 02:15:00";0,382
"2014-06-06 02:30:00";0,375
"2014-06-06 02:45:00";0,309
"2014-06-06 03:00:00";0,288
"2014-06-06 03:15:00";0,288
"2014-06-06 03:30:00";0,283
"2014-06-06 03:45:00";0,375
"2014-06-06 04:00:00";0,371
"2014-06-06 04:15:00";0,359
"2014-06-06 04:30:00";0,351
"2014-06-06 04:45:00";0,322
"2014-06-06 05:00:00";0,263
"2014-06-06 05:15:00";0,261
"2014-06-06 05:30:00";0,26
"2014-06-06 05:45:00";0,35
"2014-06-06 06:00:00";0,438
"2014-06-06 06:15:00";0,413
"2014-06-06 06:30:00";0,53
"2014-06-06 06:45:00";1,246
"2014-06-06 07:00:00";0,956
"2014-06-06 07:15:00";0,825
"2014-06-06 07:30:00";0,886
"2014-06-06 07:45:00";2,817
"2014-06-06 08:00:00";4,519
"2014-06-06 08:15:00";2,222
"2014-06-06 08:30:00";1,533
"2014-06-06 08:45:00";1,555
"2014-06-06 09:00:00";1,738
"2014-06-06 09:15:00";1,137
"2014-06-06 09:30:00";0,954
"2014-06-06 09:45:00";0,949
"2014-06-06 10:00:00";0,937
"2014-06-06 10:15:00";0,779
"2014-06-06 10:30:00";0,7
"2014-06-06 10:45:00";0,717
"2014-06-06 11:00:00";3,249
"2014-06-06 11:15:00";3,68
"2014-06-06 11:30:00";3,678
"2014-06-06 11:45:00";3,677
"2014-06-06 12:00:00";3,802
"2014-06-06 12:15:00";3,799
"2014-06-06 12:30:00";3,785
"2014-06-06 12:45:00";3,753
"2014-06-06 13:00:00";3,676
"2014-06-06 13:15:00";3,672
"2014-06-06 13:30:00";3,707
"2014-06-06 13:45:00";3,786
"2014-06-06 14:00:00";3,769
"2014-06-06 14:15:00";6,84
"2014-06-06 14:30:00";6,872
"2014-06-06 14:45:00";6,791
"2014-06-06 15:00:00";6,756
"2014-06-06 15:15:00";6,852
"2014-06-06 15:30:00";5,937
"2014-06-06 15:45:00";3,79
"2014-06-06 16:00:00";1,241
"2014-06-06 16:15:00";0,627
"2014-06-06 16:30:00";0,614
"2014-06-06 16:45:00";1,532
"2014-06-06 17:00:00";4,08
"2014-06-06 17:15:00";4,255
"2014-06-06 17:30:00";4,196
"2014-06-06 17:45:00";4,225
"2014-06-06 18:00:00";4,244
"2014-06-06 18:15:00";4,324
"2014-06-06 18:30:00";3,215
"2014-06-06 18:45:00";2,871
"2014-06-06 19:00:00";5,744
"2014-06-06 19:15:00";5,822
"2014-06-06 19:30:00";5,626
"2014-06-06 19:45:00";3,457
"2014-06-06 20:00:00";4,178
"2014-06-06 20:15:00";5,383
"2014-06-06 20:30:00";3,806
"2014-06-06 20:45:00";1,481
"2014-06-06 21:00:00";4,367
"2014-06-06 21:15:00";3,044
"2014-06-06 21:30:00";2,673
"2014-06-06 21:45:00";4,457
"2014-06-06 22:00:00";3,479
"2014-06-06 22:15:00";1,568
"2014-06-06 22:30:00";3,169
"2014-06-06 22:45:00";3,021
"2014-06-06 23:00:00";0,583
"2014-06-06 23:15:00";0,463
"2014-06-06 23:30:00";0,485
"2014-06-06 23:45:00";2,702
"2014-06-07 00:00:00";1,128
"2014-06-07 00:15:00";0,558
"2014-06-07 00:30:00";0,756
"2014-06-07 00:45:00";0,446
"2014-06-07 01:00:00";0,463
"2014-06-07 01:15:00";0,478
"2014-06-07 01:30:00";0,414
"2014-06-07 01:45:00";0,424
"2014-06-07 02:00:00";0,392
"2014-06-07 02:15:00";0,389
"2014-06-07 02:30:00";0,39
"2014-06-07 02:45:00";0,277
"2014-06-07 03:00:00";0,273
"2014-06-07 03:15:00";2,259
"2014-06-07 03:30:00";3,054
"2014-06-07 03:45:00";3,044
"2014-06-07 04:00:00";1,303
"2014-06-07 04:15:00";0,362
"2014-06-07 04:30:00";1,063
"2014-06-07 04:45:00";2,469
"2014-06-07 05:00:00";0,281
"2014-06-07 05:15:00";0,281
"2014-06-07 05:30:00";1,917
"2014-06-07 05:45:00";2,063
"2014-06-07 06:00:00";0,429
"2014-06-07 06:15:00";1,982
"2014-06-07 06:30:00";4,281
"2014-06-07 06:45:00";2,365
"2014-06-07 07:00:00";2,628
"2014-06-07 07:15:00";2,541
"2014-06-07 07:30:00";2,708
"2014-06-07 07:45:00";3,166
"2014-06-07 08:00:00";1,033
"2014-06-07 08:15:00";2,772
"2014-06-07 08:30:00";1,904
"2014-06-07 08:45:00";0,681
"2014-06-07 09:00:00";1,186
"2014-06-07 09:15:00";3,79
"2014-06-07 09:30:00";3,341
"2014-06-07 09:45:00";3,286
"2014-06-07 10:00:00";3,361
"2014-06-07 10:15:00";5,002
"2014-06-07 10:30:00";4,405
"2014-06-07 10:45:00";5,442
"2014-06-07 11:00:00";4,912
"2014-06-07 11:15:00";6,02
"2014-06-07 11:30:00";7,636
"2014-06-07 11:45:00";7,458
"2014-06-07 12:00:00";5,133
"2014-06-07 12:15:00";4,263
"2014-06-07 12:30:00";7,153
"2014-06-07 12:45:00";7,343
"2014-06-07 13:00:00";7,318
"2014-06-07 13:15:00";8,678
"2014-06-07 13:30:00";6,302
"2014-06-07 13:45:00";4,9
"2014-06-07 14:00:00";8,229
"2014-06-07 14:15:00";7,438
"2014-06-07 14:30:00";5,917
"2014-06-07 14:45:00";6,26
"2014-06-07 15:00:00";5,746
"2014-06-07 15:15:00";5,658
"2014-06-07 15:30:00";6,048
"2014-06-07 15:45:00";4,173
"2014-06-07 16:00:00";1,057
"2014-06-07 16:15:00";2,059
"2014-06-07 16:30:00";3,688
"2014-06-07 16:45:00";3,19
"2014-06-07 17:00:00";0,655
"2014-06-07 17:15:00";0,644
"2014-06-07 17:30:00";3,386
"2014-06-07 17:45:00";3,62
"2014-06-07 18:00:00";1,295
"2014-06-07 18:15:00";0,596
"2014-06-07 18:30:00";0,655
"2014-06-07 18:45:00";0,639
"2014-06-07 19:00:00";0,639
"2014-06-07 19:15:00";0,469
"2014-06-07 19:30:00";0,338
"2014-06-07 19:45:00";0,325
"2014-06-07 20:00:00";0,325
"2014-06-07 20:15:00";0,328
"2014-06-07 20:30:00";0,438
"2014-06-07 20:45:00";0,424
"2014-06-07 21:00:00";0,418
"2014-06-07 21:15:00";0,412
"2014-06-07 21:30:00";0,387
"2014-06-07 21:45:00";0,323
"2014-06-07 22:00:00";0,323
"2014-06-07 22:15:00";0,323
"2014-06-07 22:30:00";0,382
"2014-06-07 22:45:00";0,441
"2014-06-07 23:00:00";0,424
"2014-06-07 23:15:00";0,422
"2014-06-07 23:30:00";0,646
"2014-06-07 23:45:00";0,705
"2014-06-08 00:00:00";0,373
"2014-06-08 00:15:00";0,459
"2014-06-08 00:30:00";0,452
"2014-06-08 00:45:00";0,435
"2014-06-08 01:00:00";0,429
"2014-06-08 01:15:00";0,423
"2014-06-08 01:30:00";0,416
"2014-06-08 01:45:00";0,427
"2014-06-08 02:00:00";0,425
"2014-06-08 02:15:00";0,382
"2014-06-08 02:30:00";0,327
"2014-06-08 02:45:00";0,325
"2014-06-08 03:00:00";0,402
"2014-06-08 03:15:00";0,451
"2014-06-08 03:30:00";0,432
"2014-06-08 03:45:00";0,429
"2014-06-08 04:00:00";0,36
"2014-06-08 04:15:00";0,326
"2014-06-08 04:30:00";0,326
"2014-06-08 04:45:00";0,429
"2014-06-08 05:00:00";0,44
"2014-06-08 05:15:00";0,432
"2014-06-08 05:30:00";0,426
"2014-06-08 05:45:00";0,333
"2014-06-08 06:00:00";0,324
"2014-06-08 06:15:00";0,325
"2014-06-08 06:30:00";0,445
"2014-06-08 06:45:00";0,437
"2014-06-08 07:00:00";0,431
"2014-06-08 07:15:00";3,065
"2014-06-08 07:30:00";3,03
"2014-06-08 07:45:00";3,039
"2014-06-08 08:00:00";3,092
"2014-06-08 08:15:00";0,94
"2014-06-08 08:30:00";1,126
"2014-06-08 08:45:00";0,427
"2014-06-08 09:00:00";0,665
"2014-06-08 09:15:00";0,697
"2014-06-08 09:30:00";0,693
"2014-06-08 09:45:00";0,778
"2014-06-08 10:00:00";0,8
"2014-06-08 10:15:00";0,79
"2014-06-08 10:30:00";0,773
"2014-06-08 10:45:00";0,684
"2014-06-08 11:00:00";3,23
"2014-06-08 11:15:00";3,764
"2014-06-08 11:30:00";3,858
"2014-06-08 11:45:00";3,841
"2014-06-08 12:00:00";3,841
"2014-06-08 12:15:00";3,79
"2014-06-08 12:30:00";3,742
"2014-06-08 12:45:00";3,744
"2014-06-08 13:00:00";3,81
"2014-06-08 13:15:00";3,856
"2014-06-08 13:30:00";3,838
"2014-06-08 13:45:00";3,84
"2014-06-08 14:00:00";3,759
"2014-06-08 14:15:00";3,739
"2014-06-08 14:30:00";3,737
"2014-06-08 14:45:00";3,841
"2014-06-08 15:00:00";3,852
"2014-06-08 15:15:00";3,842
"2014-06-08 15:30:00";5,74
"2014-06-08 15:45:00";6,806
"2014-06-08 16:00:00";2,067
"2014-06-08 16:15:00";0,71
"2014-06-08 16:30:00";0,81
"2014-06-08 16:45:00";0,797
"2014-06-08 17:00:00";2
"2014-06-08 17:15:00";3,789
"2014-06-08 17:30:00";2,152
"2014-06-08 17:45:00";0,685
"2014-06-08 18:00:00";0,755
"2014-06-08 18:15:00";0,805
"2014-06-08 18:30:00";1,598
"2014-06-08 18:45:00";3,785
"2014-06-08 19:00:00";1,232
"2014-06-08 19:15:00";0,689
"2014-06-08 19:30:00";0,689
"2014-06-08 19:45:00";0,819
"2014-06-08 20:00:00";0,716
"2014-06-08 20:15:00";3,518
"2014-06-08 20:30:00";1,423
"2014-06-08 20:45:00";0,792
"2014-06-08 21:00:00";0,786
"2014-06-08 21:15:00";0,778
"2014-06-08 21:30:00";0,778
"2014-06-08 21:45:00";0,716
"2014-06-08 22:00:00";2,3
"2014-06-08 22:15:00";2,247
"2014-06-08 22:30:00";0,691
"2014-06-08 22:45:00";0,809
"2014-06-08 23:00:00";0,498
"2014-06-08 23:15:00";0,423
"2014-06-08 23:30:00";0,418
"2014-06-08 23:45:00";0,412
"2014-06-09 00:00:00";0,361
"2014-06-09 00:15:00";0,325
"2014-06-09 00:30:00";0,325
"2014-06-09 00:45:00";2,314
"2014-06-09 01:00:00";1,188
"2014-06-09 01:15:00";0,434
"2014-06-09 01:30:00";0,422
